ATA,yyyy,mm,dd
ATA-34,2012,03,30
ATA-34,2013,02,15
ATA-34,2015,01,26
ATA-34,2014,01,31
ATA-34,2012,07,26
ATA-34,2015,09,16
ATA-34,2014,08,29
ATA-34,2012,10,22
ATA-34,2014,01,14
ATA-34,2014,02,14
ATA-34,2015,04,14
ATA-34,2013,03,10
ATA-34,2013,01,14
ATA-34,2014,05,04
ATA-23,2012,09,27
ATA-23,2018,03,07
ATA-23,2018,03,12
ATA-23,2014,11,16
ATA-23,2016,02,10
ATA-23,2016,12,11
ATA-23,2015,05,16
ATA-23,2015,04,05
ATA-23,2012,08,24
ATA-23,2013,04,19
ATA-23,2014,06,01
ATA-23,2013,12,31
ATA-23,2014,02,04
ATA-23,2013,06,25
ATA-23,2011,08,05
ATA-23,2013,04,28
ATA-23,2012,01,24
ATA-23,2012,05,20
ATA-49,2016,07,06
ATA-49,2017,09,05
ATA-49,2013,05,15
ATA-49,2013,01,07
ATA-49,2012,04,09
ATA-49,2012,12,27
ATA-49,2012,12,18
ATA-49,2012,03,30
ATA-49,2014,01,08
ATA-49,2011,11,28
ATA-49,2012,08,13
ATA-49,2014,08,20
ATA-49,2011,08,30
ATA-28,2014,12,11
ATA-28,2016,03,06
ATA-28,2018,01,03
ATA-28,2016,01,09
ATA-28,2011,09,02
ATA-28,2014,01,26
ATA-28,2012,02,03
ATA-28,2016,09,18
ATA-28,2012,05,17
ATA-28,2012,08,28
ATA-28,2014,01,18
ATA-28,2013,02,08
ATA-30,2018,01,02
ATA-30,2018,02,04
ATA-30,2013,12,09
ATA-30,2013,10,20
ATA-30,2013,12,22
ATA-30,2014,01,08
ATA-30,2014,10,23
ATA-30,2014,08,18
ATA-30,2015,01,09
ATA-30,2012,02,21
ATA-30,2012,02,25
ATA-30,2011,09,15
ATA-52,2016,06,20
ATA-52,2016,03,18
ATA-52,2017,10,25
ATA-52,2013,06,26
ATA-52,2012,11,26
ATA-52,2014,04,09
ATA-52,2012,03,22
ATA-52,2012,10,23
ATA-52,2013,09,30
ATA-77,2012,08,02
ATA-77,2016,12,12
ATA-77,2016,11,21
ATA-77,2016,08,18
ATA-77,2012,01,10
ATA-77,2012,08,21
ATA-77,2014,08,01
ATA-77,2012,08,02
ATA-77,2014,06,27
ATA-79,2016,08,12
ATA-79,2018,01,23
ATA-79,2012,03,22
ATA-79,2014,02,26
ATA-79,2015,12,22
ATA-79,2014,02,18
ATA-79,2014,07,06
ATA-79,2012,06,28
ATA-75,2017,11,06
ATA-75,2018,03,26
ATA-75,2018,03,18
ATA-75,2014,05,21
ATA-75,2014,02,27
ATA-75,2012,12,28
ATA-36,2016,10,31
ATA-36,2017,06,12
ATA-36,2017,08,21
ATA-36,2014,11,30
ATA-36,2011,08,08
ATA-72,2016,11,16
ATA-72,2011,10,29
ATA-72,2011,12,02
ATA-72,2011,08,12
ATA-72,2014,09,18
ATA-29,2016,01,01
ATA-29,2014,05,17
ATA-29,2012,03,23
ATA-29,2015,08,12
ATA-31,2017,04,04
ATA-31,2017,06,16
ATA-31,2012,07,18
ATA-31,2012,08,21
ATA-71,2014,04,23
ATA-71,2015,01,12
ATA-71,2015,12,31
ATA-71,2012,02,16
ATA-26,2017,04,16
ATA-26,2013,12,02
ATA-26,2016,06,05
ATA-78,2017,09,27
ATA-78,2011,08,30
ATA-78,2012,10,06
ATA-24,2012,03,09
ATA-24,2013,06,02
ATA-25,2014,05,10
ATA-25,2011,11,11
ATA-33,2017,06,01
ATA-33,2017,02,11
ATA-38,2012,11,16
ATA-38,2015,01,25
ATA-73,2016,09,06
ATA-73,2014,03,17
ATA-05,2012,04,15
ATA-35,2018,02,09
ATA-55,2012,04,27
ATA-56,2014,07,11
ATA-57,2011,08,07
ATA-74,2015,09,18
ATA-80,2014,05,15
